CEFR_Level,Text
A1,"Hey Jane,"
A1,"Dear Mr Thomas. There are thirteen computers and sixteen keyboards in the office. Also? there are thirty pens, fifteen pencils, twelve desks, fourteen computers, sixteen keyboards, sixteen hearphones fyd one table. Good bye."
A2,Electronics fair The fair is
A1,I like play the guitar
C1,"Hello Paula,"
A2,Luci Comparoni 1833 Lacerda franco Avenue ######## Brazil Phone ## ######## Email: xxx@hotmail.com Mission Statement I'm looking for a challenge and a job that allows me to use my growing knowledge and experience in marketing. Education and Qualifications March 1995 Diploma in Marketing ESPM University Brazil Volunteer work April 2000 - present Teacher Trainer Secundary provide training to volunteer sales. Professional Experience May 2001 - June 2012 Director of Studies and training employee Recrutment Officer. Managed a team of 45 Trainers.
A1,
A1,
B1,Hello and thanks for your
A2,"Hi, There is a birthday party for me on Thursday 6th May, at1pm, No.# Yellow street. I am planning to send out 30 invitations to my friends. I hope they all come. Eric is bringing chicken sandwiches and water and wine. Tracy is chooseing dance music for the party. I am clearing the swimming pool and the house. It's nice party. Welcome you! Peter"
B1,The informatic office where I work is very casual. I can wear jeans and shirt but sometimes I must wear a suit and tie when we meet customers. There are about twelve people in the office but only one woman.
A1,"I'm Marcel, I'm thirty-four"
A1,"Hi, can you buy me some pork and beef, I want to make sandwich. And two cucumbers, some tomatoes, some cheese and cabbage, so, this will be delicious salad. For dessert, please buy me a box of ice cream, and a bottle of red wine for drink. Oh, don't forget to buy some yoghurt and bread for breakfast. Thanks a lot my darling!"
A2,"October 29 Dear Ahmed, Thanks so much for inviting me to"
A1,Hi! This is the menu. I am cooking for Jon meat with vegetables. He hates fish and chicken. He loves chocolate and coffee. He doesn't like juice or water. I am cooking for Peter pork with rice. He likes wine and cheese. He doesn't like
A1,"Sarah,"
A2,"Hi! I play basketball everyday in the afternoon . I walk the dog at 7am in the morning, everyday. 9 o'clock am Watched movies. you does the laundry on Tuesday afternoon. you does gardening in the 9 o'clock morning . and then you sets the table at 6pm every evening. Okay? bye!"
A2,September 13 Dear Mom and Dad How are you? I'm really enjoying NYC. I took a tour
A1,Grit invites you to her birthday party
A1,"Issues of Jeremy: 1. Hygiene in the office. 2. Rudeness and using of foul language to his team members. 3. Time management: e.g., late almost every day. It's been brought to my attention that there are some serious problems in your team, Jeremy. We have to discuss it certainly."
A1,Hi!
A1,
A1,Hi! I'm 30 on
A1,There are 16 computers and 16 chairs. There is one
A2,"Hi, Thanks for looking after the"
A1,"Dear Mr. Boss, We have in the office thirty pens, fifteen pencils, fourteen chairs, thirteen computers, sixteen keyboards, sixteen haedphones and one table. Bye Liane"
A1,"Jenny 33 Long black hair brown eyes I'm short and slim,"
A1,I dont like goint to the parade because are crowded only I prefer wach in tv.
A1,"Hello Teacher, how are you? My name is Ornaldo, I''m"
A1,"Jojutla is ideal for swimming because all time is sunny and hot, mainly in spring. Here are many water parks"
A1,
B1,"Dear Kenya, we"
A1,The cost living in my country is very expensive. The gas price is going up every week and food going up
A2,
C1,"Welcome to Paradise Apartment, Would you like to stay in a place that makes you feel like living in a home"
B1,I really don't know what will happen. But I try to have a positive attitude about the future. And I'm generally optimistic about the future. I suppose that we
B1,"My sister and I recently ate at a new greek restaurant called El Greco. I had called to make reservations, and the waiter was very friendly. She puts us down for a 7.30 p.m reservation. When we arrived, the place looked vintage and cozy. It's not a big restaurant but it has a good atmosphere for dinner. There were candles and"
A1,"Hey! Our teacher is a good teacher,"
A2,"Hey Amy hey Jeff, I saw many monkeys. The monkeys"
A1,Daniel is my fried. He is 30 years old. He lives in Salvador - Bahia. He is very hardworking but isn't intelligent. He's tall and has black hair and eyes. He's very ugly but he's a nice guy.
A1,My name is Marli. I'm thirty-eight. I'm from Brazil. I live in So Paulo. I'm a teacher. I work in a school. I like my job.
A1,"Good evening? How are you? I'm fine,thanks? Walk busy? Good night?"
A2,"Hi granny,"
A2,"My name is Yelena. I'm not working now. But I am looking for a job an accountant. My dream is to work in Big4. Because there I could develop my skills and experience, I could take ACCA certificate,which give me a more chance for to have a best salary. I could have meetings with different people. I could work in multilangual environ, it should be interesting. This job is difficult and responsible, but very exciting."
A2,"I'm a musician and I like my job. I work at home, in my studio. I play instruments all day,"
B1,We went
A1,"The city Taizhou of Zhejiang, is about 2000"
B1,I just listened
A1,Good evening. How are you? I'm fine
A1,I have
B1,"The&quot; bowling alley&quot; need the space about 8 meters *by 3 meters. the &quot;bowling pins&quot; are ten plastic bottles. they should be filled with a little water to make them heavier. the bottles are lined up in rows of 4,then 3 ,then2, then1. total the pins. Each player have a frisbee and two shots on each turn . Players are given a total ten turns each.The player scored for each pin knocked down got one point .if all the bottles are knocked down(called a &quot;struke&quot;is scroed) then the player takes two more shots and all the points are added together. The player win the most points is the winner. Attenion, this game should not be played on a very windy day!"
A2,"First, Isabella thought about her life"
B1,It is hard to talk about TV
A1,"Hi, can you buy me a packet of rice, some anions, potatoes, pork or beef. Could I cook at night. For dinner I would like to eat some porks with potatoes and rice. A bottle of wine to drink and some ice cream or fruit salad for dessert."
A1,In my office
A1,"place is that some ciadras this the ymca, and two parks recrativos."
C1,"Dear Paula, It's great that you got a new job! But now that you are earning less money than you used to, you will need to cut"
A1,"I live in the city of Rio de Janeiro. It's a big city,"
A2,"The month after next, there is going to be a circus presentation, Corteo. This presentation is created by Cirque du soleil and will have some comedy, a clown and acrobats. The presentation is on"
B1,1. First
A1,"I live in Moscow. Moscow is the capital of Russia. Moscow is a beautiful and big city. The city has a lot of buildings, shops and museums. The Esenin's museum is my favourite museum in Moscow. I like the noisy city."
A1,Name: David Mendoza
A2,"Dear John, In the morning, you take the dogs for a walk, water the plants and feed the birds. In the afternoon, you feed my fish on Monday, Wednesday and Friday and check water of birds on Tuesday and Thursday. At night, you feed the dogs and take than for walk. You clean the house and sweep the floor twice a week. You take out trash on Tuesday. Sincerely Allan"
A2,"I'm Magda. I live in Rio Grande do Sul, Brazil. RS is a beautiful place. We have incredible nature in my state, There are"
A1,"Hi,Ed. I can spend $10 for our teacher's birthday present too. We are goint to buy it. Do you think which does she glad books or flowers or chocolate? I think folowers."
B1,
A2,My name is Lenin. I'm an engineer. I often work in a
B1,I am a doctor
A1,"Good evening. How are you? I'm fine, thanks. We're busy. Good night."
B1,I am not sure about the future. Some
A1,"Dear Friends,"
A1,Name:Wang Hao Yu Age: 30 Hair color:dark Eyes color:black Describe yourself: I am tall and slim.I have short dark hair and big black eyes. I have a big tall nose.I am happy.
A1,"My boss is unfriendly. He's from Milan, Italy. He's very tall and has brown hair and brown eyes. He never smiles but he's a good manager."
A1,
A1,I recently
A1,"Hi friend, I think you should buy a purple top. The purple top is nice for you, but, how about the blue sweatshirt? The blue sweatshirt is cheap and there are S and M sizes. This is my suggestions, bye!"
A2,To: xxx@abc.com From: xxx@abc.com Subject: Austin networking event Hello Eliud.
A2,I had an accident when I was a kid. I was
A1,"I'm sorry about the weather, you should go playing video games. How about a movie? There are many good movies now. Have fun!"
A1,I really like barbecue. I know the barbecue house in Brazil
A1,"Hi teacher, my name's Fbio . Nice too meet you . I'm 34 years old and I need your help to learn english . I want to learn english because I like this language and I want to travel to the USA . Thanks ."
A1,
A1,"There are five people in my family ,but they don't live with me because they are adults. When they visit me , I like cooking .They like eating... They like french ,chinese, italian ,foods . And they love all dessert ! I'm a happy cooker !"
A1,CODE OF CONDUCT All employees are required to follow
A1,name: Tom Age: 29
A2,I work in a Brocker Dealer companie as a stockbrocker. I've been working there since 1997 and i still love working there. It's a tiring and stressful job but it's rewarding. The world's economy is in trouble with countries dealing with crises and trying to resolve it. In a called globalised economy sometimes i can't sleep well because everything is connected.
A2,"I first met my boss, Issao when"
A2,"Hi my friend I like some your suggestions. I don't like surfing because it's too dangerous. I love scuba dive because it's exciting. I don't like playing football and badminton, it's not interesting enough for me. I love music, my style favorite for music is samba, because it's too fun. I wish my birthday very happy."
B1,"Hi dear,"
A1,Good evening
A1,The city of Rio de Janeiro.
A2,"August,17 Hi, Laura"
B1,"CAREER PLAN Name : Jean-Philippe BLAISE First, I work actually for a big french compagny. My job consists in manage the overdraft and reduce the risk of customer defaults. In one year, I am going to change of job, but I want to stay in the Finance yield. Maybe, I will chose a new job like Cost manager. Next, I wish to get a job of Financial Director at middle term. I will work in a little firm (50 p.), more friendly. Finally, my career path will depend of opportunities I will have in my life."
A1,
A1,"Here where I live,"
A1,"The city of Oulu, in Finland, is about 722 kilometers from St Petersburg. It's on the south coast of Finland. The city has a lot of beautiful buildings"
B1,
B1,"First it is very important to understand, that money are the perversion of live-energie and everybody can creat live-energy by decisons. The most important decision is, to respect the one feelings moore than words of other people. Second it will be necessary, to live the real green way. The most efficient way of solar and wind energy to me is the direct way. For exemple dry my hair directly in the sunny wind and save a lot of energy. Finally we must now, that everybody will be as singulary in his decisions, like everyone is singulary on genome and fingerprint."
B1,"In my country, there's many violence programs and sexy movies and it's no education, but unlike, encourage violence, drug use and sex without limits. Children see violence and become violent too."
B2,Madrid is the capital of Spain. Madrid has been chosen (between several cities) for developing a big project called Eurovegas.
B2,"I am an engineer at PC Company which is the biggest company in my country. Prior to that, I had been studying at EN College. I was studying finances but I changed to engineering when the"
A2,
A2,"I watched a movie called Empire of the sun here in Brazil, I do not remember about who directed the film, but it was very good and exciting. The story is set in 1919 when a war"
B1,I recently ate a great lunch in a cool restaurant. This restaurant has been introduced
A2,I was born in 1976. I graduated from high school when
A2,My name is Sergey. I was born in 1973. I started elementary school in 1979 when I was six years old and I started playing soccer when I was ten
A1,"The first,"
A1,"Hi, Jessy! You're on vacation,"
B2,Gender equality still a hot topic in Brazil. In the early 1900
A1,Good evening
B2,I can easily recall
A1,Santos
A2,"Helllo Mike: I have a birthday party on next sunday at 7pm in my home. I am sending out invitations 8 of my friends. I prepared wine?beer?white spirit,and cake.I hope you reaching on the time. your friend 2012.07.10"
A1,I''m working in a great office. There are
A1,"April 30th Dear Friends, Subject: Company's logo change It is with great pleasure that we at Blue Sky can inform all shareholders and clients of a change to the company's logo. As a result of a market research we feel there was necessary step results from the survey indicate the"
A1,I really like black jeans. I always wear them.
B1,My new
A1,"Holbox, which means in Maya quot;black holequot;, is a little Mexican island located at the northern end of the state of Quintana Roo, in the municipality of Lzaro Crdenas 10 km off the northeastern coast of the Yucatan Peninsula, can be tried various tours among which is the famous quot;swim with whale sharks,quot; which is a boat ride in which visitors can see, and sometimes swimming or"
A1,My
B1,"In El Salvador, there are a couple of trends"
A2,"Dear family, I'm going to go to the open air festival in Hamburg on August 28th to August 30th. I am very happy to get"
A2,"i go for a walk at 7am and have a breakfast at 8 o'clock. then i go to work.i am busy and i never take a break.i make dinner,do the dishes.after dinner i mop the floor.i do the shopping once a week .i meet my friend on sunday.sometimes i eat out in the evening.i pay bills once a month."
A2,I was born in1961. I
A1,"The city of Mogi Mirim, in Brazil, is about 146 kilometers from Sao Paulo. It's on the north of"
A2,"Hi, Look at this photo, there are two monkeys in the photo. They are smart , one of monkey take the yellow leaves, it's so funny. the another monkey seems look for something. Monkeys all friendly for his friends or his master, but sometimes they are very dangerous for the strangers."
A1,"On sunday, Mayra goes to swimming at a 11:30 in the morning.She eats lunch at a 12:30, at 4 o'clock she reads e-mail, In the evening , she eats dinner at a 6 o'clock.In the night, she goes to bed at a 10 o'clock. On sunday. In the mornig, She goes to the park at a 11 o'clock, 11:30 she plays tennis wich her friends.In the evening, She goes shopping 3 o'clock.In the nigh.She goes the cinema 8 o'clock.In the nigh, She goes to bed at a 10 o'clock"
A1,"In my office, there are a"
A2,
B1,"Recently, I want to buy some books"
B1,I would like to complain about the Blue Cruise Alaska
A2,
B1,Let me introduce
A1,My name is Malgorzata. I live in Germany. My day is very busy. I get up at 7 in the morning. I make breakfast for my child and for me . I get to work at 9. I have
A2,"My name is Zhouhua.I was born in 1980.I started my elementary school in 1988 when i was eight years old and I started playing basketball when I was twelve years old. Aften I finished high school in 1999,I went to Langfang brodcast and television University.I studied computer education.I graduated in 2002.After I graduated I started to work.I haven't changed jobs. I married by husband in 2008.we have one children.Zhang Xinrui is 1 yers old."
B1,"I''m an old woman, and most of my dreams came true, but, I would travel to Europe next year. I would visit Venice with my family and celebrate my sixty-six birthday. I'd watch the Regatta from the Rialto Bridge. Before all that, I'd write a book with my European adventures. I'd travel to England too, and visit the British Museum, because I want to see again, all the Egyptian mummies and the Rosetta Stone. I'd be rewarded if I write in English without corrections!"
A1,There are
A1,"Hi, Thanks for your email. Our teacher like flowers, books and chocolate, I think buy a flowers is chip, I don't have more money. What do you think? Write back soon."
C2,There are different kinds of stress. I can distinguish two main types such as physical stress and
B1,"Hi, Tim, Nice to hear from you. It's great that you had such a exciting time. I will rememmber about checking weather forecast in the future when I will go to the place where typphone happen often. Actually I just came back from Africa. I have been working hard for last month so decided to have a exciting, unusualy holiday. It was awesome trip. I went to Kenia to see wild animals. Sometimes It was scary bacause of dangerous animals when we came close to them. It was unreal to see elephant, giraffe and especcialy family of lions. Any case It was a great life experience to see another culture, to contact with local peaople, sometimes seemed weired to us. We had very nice gude, who told us more about there history, customs and of couse aminals. I 've took many foto and send you mina website where you can see them. See you ,"
A2,"As I know, in"
A1,"Hi Ed,"
A1,Mxico is a big and great city. The downtown is wonderful
A2,"Dear English Teacher, I'm a Manager. I often have meetings and sometimes I go on business trips. I often talk on the phone . Sometimes I send emails. I usually work long hours and take short breaks. I like the my job because I help people. I don't like work in weekend, but is need! Because this, I'm tired. Good job for you!!"
A1,Welcome to my house. There is a market on Mexico Avenue. There is a movie theather next to the market. There is a park on Salvador Avenue. There is a mall opposite to the park.
B2,"I always want to do sky diving and scuba diving, but I have not got any chance yet. I have heard from my friends who already did sky diving. They said it was very exciting and scary. In fact, I don't really care what people think about that. I believe it's my life, I have to experience it by myself. No one can express or tell you how it really is, therefore, I would rather do it and feel it than just listen to it. I really hope one day soon that I can do sky diving in New Zealand and do scuba diving in Great Barrier Reef, Australia."
B1,Career Plan Name: Leticia de la Pea.
B2,"In Germany, where I live, gender equality has improved during the last 20 years. Since 1943 and still many years after the end of the World War II nearly all women under the age of 60 were working out-of-home. A lot of men fell victim to the war and women had to work in nearly all sections of industry, manufacturing, trading and farming, at schools and in hospitals. When the Federal Republic of Germany was founded in 1949, men and women are equal in law. But until 1976 a married woman had to ask her husband for permission, if she wanted to work out-of-home. Meanwhile about 85% of the female population under 60 has next to the housework a job. But there are still differences between the genders. Top managers for example are 90% male and in a lot of sectors the salary for the same work isn't the"
B1,In the US
A2,Hi! I need to describe our routine to you. Sean plays basketball every afternoon. At 6pm He plays computer games. He watches movies on saturdays at 5pm. Granny does laundry on tuesday afternoon and does gardening in the morning. She sets the table at 6pm. I feed my dog at 8am and 5pm every day. I walk the dog every afternoon.
C2,"I live in Rome and, above all in the center of the city, there are lots of expensive homes."
A1,My guitar and
A2,"Dear Aunt, I am so happy to heard that you had a great travel. E-ticket is a voucher, it proof that you have taken a ticket. You can buy a ticket on the internet at home, and print the ticket by your own computer and printer. You do not need lots of documents, but only you ID number and type it into the website, which you buy you ticket. I hope this can help you. Best wishes. Yours."
A1,Brazil is quot;The soccer countryquot;
A2,When my son was two years old
A2,To: Judy 4567 yahoo.com.tw From: Julie a########## Yahoo.com.tw I just came back from a
A1,My neighborhood is very busy. There''s an China restaurant across the street. There''s a library and a big department store. There are a lot of good shops and restaurants. There''s a coffee shop and a good pizza place. My favorite place is the park. It''s on the corner of Rezend Street and Fifth Street. I go there every weekend.
A1,I'm Vanessa. I'm
A1,I live in Rio de Janeiro and my neighborhood is very beautiful. In the middle of my
B1,"I just listened to the song 'Home Improvement', by Josh Woodward. It's folk genre,"
A2,
A2,"Dear Julie, Kindly ask you to do the laundry this evening,mop the floor,wash the dishes and make the bed. Also tomorrow please do the ironing and don't forget to walk the dog every day.Feed the dog as well of course. And please do the gardening. Thank you in advance."
A2,"I study everyday for 5 or 6 hours. I go to the gym three times a week. That's important for the healthy. I never do the shopping or the house work, my mother or the maid does this. On the weekends, I meeting my boyfriend and goes to the cinema or a pub or a club."
A2,I am I felt sorry I'm not having it witnessed the longest time.
A1,"I live in Brazil. In my country the most popular sport is soccer. The people love playing soccer, the volleyball is some popular and the golf is few popular."
A1,"Dear Sir/Madam: I'm Tina,"
C1,"Shah Fort, also called Lahore fort, in"
A1,"Dears ms Thomas, there are 13 computers and 16 keyboards in the office. also, there are 30 pens, there are 15 pencil,there are 12 desks,there are 14 chairs,there are 16 headphones and there is 1 table. it's all, thanks"
A1,"Hi! This is the menu. For starter we have vegetables as most like, for main course we have chicken and dissert we have ice-cream. The drinks will be wine and refrigerant. bye!"
A2,"I've traveled to New York. I've seen Statue of Liberty and American Museum of Natural History. I've visited Central Park and Times Square. I've bought many clothes, footwear,"
A2,
A2,Hey mom. I arrived in Santa Monica this morning. I will spend my happy vacation here. Now I am listening the weather forecast in Californa. This afternoon it's going to rain. It will become very wet. I have to stay indoors. So I will go to the museum to eat at one of great restaurant. The wether on tomorrow is going to be hot and sunny. Therefore I plan to go to the beach and enjoy it. In the evening I will go to the bar. You know it's very exciting and fun. See you.
A1,"Hot and Sunny Columbus, GA In GA, the US"
A1,"Hi,nice to meeet you,My name's Siawase.I'm learning English in EF. My telephone Num is 13509303810 ."
A1,My
A1,"Date: Monday 11th Time: 9.30am Message for: Mr Jones From: Margaret Kendall Message: lunch, Tuesday 12th at 1pm Telephone number: ##########"
A1,Mark is a busy person!
A1,"Well, often I go to"
A1,"Hi,"
A2,My name's Leo. I'm a office at work. I 'm manager. I am very busy. I ofen have meetings. sometimes I go on business trips. I always talk on the phone and write emails. I rarely take breaks. I go home very late. I like my job because my job very rewarding!
A2,"Summary of the sales meeting Dear team, I am"
A1,My city is
B1,I will have learned
A1,Good evening
A1,The restaurant
A2,"My name is Adriana. I like sports and my friends too. I like running, and my friend Oscar"
B1,I first met my wife when
A1,
A1,"Gray Jacket - U$9,99 Blue Shoes - U$15,90 Black Skirt - U$9,99 Gray Skirt - U$9,99 Blue Shirt - U$11,99 Orange Dress - U$15,00 Gray Pants - U$10,99 Orang Bag - U$15,00 Yellou Bag - U$20,00 Black Belt - U$5,99 White Belt - U$7,80 Pink Jacket - U$11,00 Pink Pants - U$12,00"
A2,
B1,"I'm feeling optimistic about my future. We've just met with a financial planner. We're setting up a college fund for our children, and I'm trying to build my investments. By the time I turn 35, I'll have started my own energy business. Before my kids graduate from college, I'll have doubled my profits. Hopefully, my investments will have performed even better than the expected 6% per year. Then my wife and I can travel around the world, even though the price of flights will have increased by 200 percent. By 2050, we'll have retired and bought a vacation home on Yellow Sands Island. Everything should be okay financially, so my primary concern is for our health and the health of our environment."
A1,"Hi, my name's Alfonso. I'm a student. My favorite day is"
A1,Pink coat: US$ 37.99
A2,There are three people in my family
A1,"In my office, there are five windows, there are a lot of people, there are some computers and some chairs,"
A2,"Dear mom and dad Santa Monica it's beautiful and more expensive than Brazil. Today the weather it's rainy and cool. I going go visit the museum and eating in the restaurant. Tomorrow the weather will be hot, I going go to the beach. In Santa Monica there are beautiful beachs. I love it. Kisses."
A2,Next Sunday a Motor Meeting will be
A2,"Dear Sir, I am very pleased to apply for the position of marketing assistant in your company. I am very outgoing,"
A1,"Hi!! My name is Cesar. I'm from Mexico City and I live there. I''m 28 years old. I'm an engineer and I work at AVG Mexico in my country. Goodbye, Cesar"
A2,
A1,
A1,"Hi, This is the menu: It''s some wines and cokes. The main course is rice, fish and cheese. The vegetables soup. The starter is Salad. The dessert is Cheese cake or ice cream. Bye."
B1,Hi Boss I
A1,Good evening. How are you?
A1,"In my office, there are a lot people. There are some desks, some chairs and some computers. There is a kitchen,"
B1,The university XY in Z is looking for a college lectorer for the History of the German language.
A2,This Saturday night
A1,There are 30 pens There are 14 penciles There are 12 desks There are 14 chairs There are 13 computers There are 16 keyboards There are 16 headphones There is 1 table
A1,"Kaiping in the spring is sunny and warm, in summer it's hot and rainy, I usually wear a T-shirt and shorts, I never wear pants becuase it's too hot. In autumn it's hot too. I sometimes swiming in the sea. In winter it's cool and sunny, I paly tennis and basketball with my friends."
A2,Addressed to SRM Marketing''s Human Resources
A1,Hi
B2,"Hi, Anna! Ive found an absolutely amazing job for you. Let me tell you why you should apply for it. As you told me many times, you like animals, wild life and everything outdoor, so, the opportunity is amazing and by far the most exciting that appeared to us in years. The salary is good and will help you to afford all your expenses, and is totally yours, since you will have all the expenses during the work week paid for the company. On top of that you have the benefits, which are very good ones, and absolutely safe to you. So, the opportunity is exhilarating and absolutely aligned with your planned life. I will call you tomorrow to know what you think about it. Regards Gabriel Lobitsky"
A1,My better days I really play the guitar. The weekends my family
B1,I just heard the song called quot;Home Improvementquot; by Josh Woodward. It's a
B1,My new It has also me rethink texting. I'd been
B2,"When I was growing, I used to read books at library, and I wanted to know about technology as well."
A2,I have been to Canada several years ago.
A1,Hi!
A1,"I work with Chen,"
B1,
A2,"Hi Paul, I'm very sad that I missed your wedding, a very special day to you. My son is sick, he has a fever and a cough. I took him to the doctor and he said my son should stay at home and should take some medicine. My son is still a children, I need stay at home with him. Best wishes to you and your wife! Elisa"
A1,Hi!
A1,Hi I'm Liujianhua I'm fouty-thery. I'm from china and live inchengdu Nice to meet you. goodbye
C1,"Yesterday morning, I wanted to take my wife to the university clinic, suddenly a big"
A1,Hi! My name's Andrey. I'm thirty-nine years old. I'm from Russia. I live in Moscow. I'm saleperson. Nice to meet you. Bye!
A1,I'm Lisa
A2,There was a theft in my house. The theft was three years ago. The thief
A1,I'm Leandro. I'm
A2,The Apertadinho is my favorite restaurant to lunch with my workmates. They serve authentic
A1,I share an apartment with two friends. It's a comfortable apartment but a
A2,"Hello, sorry I'm busy at lunch time on Tuesday but if it is ok for you we can meet on Wednesday. I have my lunch break between 12 am and 1.30 pm. Are you free at that time? What about going to the new Italian restaurant in town? I have been twice and I recommend it. The place is nice and clean and the food is great. To add to that the price is good. The weather will be sunny all this week so we can seating outside. Let me know. Take care. Ana."
A1,"Hi! My name''s Eduardo Marques. I''m from Campinas, in Brazil. Beautiful city, and people very nice. I''m twenty-eight years old. Nice to meet you. Good bye! Eduardo Marques"
A1,"The Hang Seng stock market index is used to record the daily changes of the largest companies in Hongkong. Since one year, the index showed a greater volatility than normal. The world finance crisis caused the enormous up and downs of the index. The main reasons are the high market liquidity, nervous investors and bad news about the world economy and in particular about the crisis in the european union. When we take a closer look to the movements of the index within one year, we see that the index had started with less than 20,000 points one year ago. Within three months the index climbed to 25,000 points and plummeted rapidly afterwards. Six months ago the index started to recover again. By now the index has reached almost 30,000 points. That implies that within three months the index increased over thirty percent. This enormous short-run volatility isn't based on fundematels. Only noise traders, looking for short profit, can exhibit such a high index volatility."
A2,I'm Chenguang .
A2,"To: xxx@msn.com From: xxx@msn.com Subject: Summary of Friday meeting. Dear team, I'm writing to summarize our meeting about sales last year. Mary asked who is biggest seller. Magi said that Peter sold more Jonh asked like got. Magi said that Peter hard worked last year. Magi said we should work more this year. Action item: Magi said that we need hard work this year, Thanks."
A2,"Dear Palaris, Sorry to learn that you are addicted to go shopping. Here are some suggestions to help you fight it. Firstly, you should find a permanent job. If so, you will have to stay in the office most of your daily time. Secondly, you have to learn how to organize your money, make a list of all goods you must or mustn't buy carefully. Thirdly, why not join a group in the weekend? it is called &quot;Save the Shoppers Group&quot;? Here, you can get more help from other people. Finally, good luck! I am sure you can fight the addiction sucessfuly very soon. Yours sincerelly, Diana"
A2,"Drar Aunt Jane When I received your letter, I am very pleased.About e-ticket, you can on your computer print the ticket, you can choice economy class,business class or first class and needn't go to ticket agent. Not only you need an e-ticket, but also passport, boarding pass,luggage tag, visa, arrival card. Oh, don't bring weapon(knives,gun)and liquids. I hope this can help you and good have a day. YOYO"
A1,"Hi teacher: I'm liu yu now living in Wihai,Shandong ;For my bad english.Please exhibitions"
A1,"dear teacher: My names ZhiHong,Im from FengHuang, China . but my live in GuiYang city. I'm fouty-two,I like play baskedeboll and sing .I'm a chemical engineer How are you? Nice too meet you ! ZhiHong"
A1,"The online catalog has white sneakers, white T-shirt, black shoes, pink shirt, brown belt, brown pants and blue shirt. Which one do you like? I think the pink shirt is too expensive. The blue shirt is too big. The belt and pants are good for you. The belt is 29 dollars, the pants are 39.99 dollars. How do you think about it? What do you like?"
B1,"In my country, after we turned from a civilized country which"
A2,"Hi Dad and Mom, I'm going to go to a music festival from 16th April to 18th April with Mike. We are taking a tent, T-shirt and shorts and flashlight and raincoat. May it'll rain. We are going to camping at the foot of mountain. The music is going to begin from 5pm to the midnight. This music Festival cost $45. I'm going to listen to pop and dance music. that music is my best love. Then I'll take my guitar. I love at playing guitar. miss you Lily"
A1,
A1,"Hi,"
A1,"Hi,"
A1,"Hi, my room is finished. It's beautiful. In the bedroom there are my books, a bed, a computer, a TV, a DVD player, a big window with gray curtains. There are two lamps and there's a picture on the wall."
B2,"Performance review for a colleague: Holger is a very reliable colleague. He does all his work fast and completely. He is a real team player. I like his cooperative way to decide. Nevertheless, he is competitive and he know how to convince in negotiations. I esteem Holger as a colleague because he is good at listening, he handles feedback well and he is friendly. Furthermore, he is good in solving problems. His positive way of thinking is his advantage. It is a great characteristics. But, he has also some weakness. He is sometimes bad- organized, he forgets important facts and materials and he is impolite to stranger people. That could be a problem in important meetings provided that Holger is punctual."
B1,"oh,hi,so my first felt is the food smell goods,and the appearance of food is excellent,that's very beautiful and make me feel more hungry.But the steak is not good,it smells like trash,and the fried chicken tastes like rat. But, the vegetable is really good and fresh, i really like your salad with the mayonnaise sauce,and i vote you 5/10 for all food in your restaurant. so,finally,if you don't make the food better,i never go to your restaurant anymore. thank you"
A2,
B1,"Dear Mary, How are you? I need to tell you something new. Do you remember Paul? He is going to Australia to study and will stay there for tree years. Paul won a scholarship and will be perfected in his area"
A1,Weekend of my friend
A1,I work in a hospital. I''m
A1,Hi Maria. My name is Juan. I am thirty-seven. I am from Mexico
A2,"Aunt Jane: I am very great to see you next month! You need use you computer to book a ticket in the Airport websit,then printing a e-ticket at home. You take your passport and e-ticket.In the Airport,you show you passport and e-ticket to coustom officer,then you receive a boarding card.so you pass security check.so you can board the plane. Wish you have a good trip."
B2,"Hi, Anna! I just found an amazing position for you. This is by far the most exhilarating opportunity I have found and I totally encourage you to apply for it. The opportunity is to work as zookeeper and your role will be to prepare food and feeding the animals on daily basis. The salary is $50,000 and as benefits you will have full accident insurance, 1 month holiday every year and regular trips to Florida to observe wild crocodiles. This is absolutely exciting and exactly what you were looking for so I urge you to apply for it. Hugo."
B2,At the beginning of the reunion
A1,Name: Morena D'amato Age:26 hair color: Brown Eye color: Brown Describle yourself: I'm tall and slim. I have long brown hair and small brown eyes. I have a small nose and big mouth.
A2,My name is Emman Jad. I was born in Saudi Arabia in 1982. My parents are both from Makkah. I started elementary school in 1987 when I was five years old and I started playing piano when I was 9 years old. After I finshed high school I moved to Makkah and studied music in college. I graduated in 2004. I started woking in 2004 and moved to Jeddah in June 2006 . I moved back to Jeddah in 2009.
A2,To:
A2,"Hi, I'm Sean. I joined the in 2004 when Yu and got married . we have a daughter, Lily. I'm easy-going and a bit lazy. Yu is neither easy-going nor lazy. She is both hard-working and patient. Lily is fairly quiet. I'm a engineering and work at Yonggang Group. my job is technique support for project."
A1,"hi my name's gabriela I'm twenty-nice yeards old. I'm from acapulco,in guerrero. nice to meet you.......tranks you.... bye....."
A1,"Hi! My name's Fernando. I'm twenty-six years old. I'm from Brazil. I live in Tuntum. There are three people in my family: my father is fifty-four, my mother is fifty-three and I. My mother and my father lives in Maranho."
A2,"July 15,"
A1,Rio de Janeiro is big and busy.
A2,My favorite restaurant is
A1,My neighborhood is relatively quiet. It was founded
A1,"Hi! My name's Crystal.I'm thirty-three years old.I'm from Chongqing,China.I like listening to music too. How are you? Nice to meet you! Goodbye! Crystal"
A2,Hi
A1,"I live in Mexico city. Daniel and I are brothers. He is very funny. He's very tall and has black hair,"
